Smiles,CodeID,MolecularWeight,cLogS,cLogP,HBD,HBA,PSA,ROTATABLE_BONDS,DG,Ki,LIGAND_EFFICIENCY,BEI,SEI,NSEI,NBEI,nBEI,mBEI
CNCc1ccc(s1)c1ccco1,CC47746,193.269,-3.54,2.02,1.0,2.0,25.17,Null,-4.63,403.49,-0.3562,17.5618812342,13.4849710936,1.697083612129735862499247754,0.2610897864814978249998842698,4.508110576566308486911402609,2.680329423820295249990982225
OCc1scc2c1OCCO2,CC47809,172.203,-1.74,0.03,1.0,3.0,38.69,Null,-4.96,231.16,-0.4509,21.1151217703,9.39800287983,1.212029104735218196988687445,0.3305533922005140537241874849,4.677479999363879638081753480,2.872128027363340968265593808
N#Cc1scc2c1OCCO2,CC47816,167.188,-2.12,0.86,0.0,3.0,42.25,Null,-5.05,198.58,-0.4591,22.1431232722,8.76228282518,1.234021497880117541154583784,0.3365513176036684203148864866,4.743457178798577679033640516,2.925269596164351748941340798
OCc1c(C)nn(c1C)c1ccccc1,CC48009,202.256,-2.15,1.21,1.0,3.0,38.05,Null,-5.5,92.91,-0.3667,19.9348228973,10.5964192902,1.343979179974516947278957785,0.2687958359949033894557915571,5.208028798979232072040159943,3.337838953907443021397106420
OC(=O)c1cccc(c1)c1cscc1,CC48401,204.248,-3.44,2.14,1.0,2.0,37.3,Null,-5.26,139.31,-0.3757,18.8790965286,10.3378490825,1.928008853888011460534508526,0.2754298362697159229335012181,5.002145743454260936432579414,3.166175520382109189486551432
CNCc1cccc(c1)c1ccsc1,CC48446,203.308,-3.77,2.63,1.0,1.0,12.03,Null,-4.83,287.89,-0.3450,17.4158096105,29.4328630116,3.540773420291231418325817701,0.2529123871636593870232726929,4.686901455969469444251772854,2.848927888390646452232600437
NCc1ccc(cc1)c1cscc1,CC48713,189.281,Null,2.51,1.0,1.0,26.02,Null,-4.67,377.15,-0.3592,18.0867910036,13.157132544,3.423485887948037192269104182,0.2633450683036951686360849371,4.537429240254873957574119376,2.700592909681040107946971746
OCc1ccc(cc1)Oc1ccccn1,CC48909,201.224,-1.39,0.85,1.0,3.0,42.35,Null,-5.7,66.29,-0.3800,20.7656739802,9.8667106989,1.392850660327489908159375265,0.2785701320654979816318750531,5.354643240038150966559414804,3.482231758787636708286604646
Cc1cc(c(o1)c1ccccc1)C(=O)O,CC49701,202.208,-3.33,2.61,1.0,3.0,50.44,Null,-5.42,106.34,-0.3613,19.6495852984,7.87728656626,1.324434448007280075024262481,0.2648868896014560150048524963,5.149394603077521467154076453,3.279101677705734238146400644
OCc1cc(oc1c1ccccc1)C,CC49709,188.225,-3.24,2.18,1.0,2.0,33.37,Null,-5.18,159.46,-0.3700,20.1745158201,11.3795272408,1.898674120121330813125263058,0.2712391600173329733036090083,4.943476275920899661404168087,3.072025546055363727863753507
OCc1ccccc1Oc1ccccc1,CC49909,200.236,-3.69,2.05,1.0,2.0,29.46,Null,-5.9,47.3,-0.3933,21.6002060532,14.6813946343,2.162569429631094226734753834,0.2883425906174792302313005112,5.501230118317869672219185578,3.626681020296640142471746964
OCc1cccc(c1)Oc1ccccn1,CC50209,201.224,-1.45,0.85,1.0,3.0,42.35,Null,-5.68,68.57,-0.3787,20.6926899899,9.83203270492,1.387955283511541747972487744,0.2775910567023083495944975489,5.339957109590306512822562580,3.467545628339792263401297241
CNCc1ccnc(c1)N1CCCCC1,CC50346,205.303,-1.88,1.49,1.0,3.0,28.16,Null,-5.31,128.04,-0.3540,18.9605331365,13.8233463584,1.297551444842635123213655131,0.2595102889685270246427310261,5.068745593583586646198518223,3.205049630093949965205603406
OCCc1ccc2c(c1)OCO2,CC50809,166.175,-1.1,0.67,1.0,3.0,38.69,Null,-5.17,162.17,-0.4308,22.8074589035,9.79588907545,1.263343161096885504951902445,0.3158357902742213762379756112,4.869210729338281324431244538,3.010595170736834890369655964
CNCc1ccc(cc1)OCCN(C)C,CC51546,208.303,Null,2.44,1.0,3.0,24.5,Null,-3.57,2414.92,-0.2380,12.5638961115,10.6820295988,0.8723657505724831401548338927,0.1744731501144966280309667785,3.793188510773130682043870159,1.935792776461467665249781922
OCc1ccc(s1)N1CCOCC1,CC53409,199.273,-1.9,0.36,1.0,3.0,32.7,Null,-5.0,216.07,-0.3846,18.3938894284,11.2091912173,1.221801842689239310632394116,0.2819542713898244562997832576,4.779348880374554660243403157,2.964853987102551712982810371
CNCc1ccc(cc1)Oc1ccccc1,CC53746,213.279,-3.59,2.72,1.0,2.0,21.26,Null,-4.87,269.09,-0.3044,16.7391184379,16.7925796863,1.785051220656426196677132510,0.2231314025820532745846415637,4.774222423968777174209220598,2.899050537113412665368437320
Cc1nc(cs1)CCO,CC54609,143.209,Null,1.9,1.0,3.0,33.12,Null,-4.31,692.51,-0.4789,22.0626772822,9.53977642182,1.579786975454166813876899560,0.3510637723231481808615332354,4.113816460347658527841484244,2.315544263066724701845510258
Cc1nc(cs1)CCN,CC54613,142.225,-1.68,0.47,1.0,2.0,38.91,Null,-4.04,1092.33,-0.4489,20.8236676999,7.61152952614,1.480823069309999069945972722,0.3290717931799997933213272717,3.915888648059323014482001252,2.114622081059807256749384745
Nc1ccc2c(c1)sc(n2)C,CC54714,164.231,-2.1,1.05,1.0,2.0,38.91,Null,-4.9,255.8,-0.4455,21.87223764,9.23181562544,1.796049729928682455035091106,0.3265544963506695372791074739,4.633492145015589927811047705,2.807554597160999520360223491
Nc1ccc(nc1)c1cccs1,CC54814,176.242,-2.13,0.78,1.0,2.0,38.91,Null,-5.02,208.9,-0.4183,20.8807296786,9.45788116171,1.840030780009845700796182266,0.3066717966683076167993637109,4.759242806067316229314870224,2.926170972578400026251979933
NCc1cccc(c1)CN1CCCC1,CC55713,190.288,-1.56,1.78,1.0,2.0,29.26,Null,-4.96,231.16,-0.3543,19.108337437,12.4268192557,1.818043657102827295483031167,0.2597205224432610422118615953,4.782215349883892578699070439,2.915498715744881875638911574
Nc1cccc(c1)CN1CCCC1,CC55714,176.261,-1.18,1.22,1.0,2.0,29.26,Null,-4.61,417.35,-0.3546,19.1732690848,11.5498960429,1.689749791081369407309606360,0.2599615063202106780476317478,4.493442934469575541517431598,2.625655811884218660298257442
NCc1ccc(cc1)CN1CCCN(CC1)C,CC55813,233.357,-1.69,1.75,1.0,3.0,32.5,Null,-4.74,335.12,-0.2788,14.8904881904,10.6916912389,1.158266550882278977872759811,0.2043999795674609960951929078,4.705248574025110875330867625,2.842820485576503504606210983
Nc1ccc(cc1)Cn1cccn1,CC56014,173.218,Null,1.64,1.0,3.0,43.84,Null,-4.92,247.31,-0.3785,20.8220757805,8.22709471385,1.202252774183632566122354581,0.2774429478885305921820818265,4.720701674857734491372799664,2.845351342417512022821228278
